Sex,Race,Age,Age Group,Education,Work Class,Occupation,Marital Status,Relationship,Income
Male,White,37,30s,Associate,Private,Craft-repair,Married,Husband,>50K
Female,White,36,30s,Bachelors,Self-emp-inc,Exec-managerial,Married,Wife,>50K
Male,White,35,30s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Female,White,29,20s,HS-grad,Self-emp-inc,Sales,Married,Wife,>50K
Female,White,50,50s,Bachelors,Private,Prof-specialty,Married,Wife,>50K
Male,White,46,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,44,40s,HS-grad,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,Masters,Local-gov,Exec-managerial,Married,Husband,>50K
Male,White,38,30s,Prof-school,Federal-gov,Prof-specialty,Married,Husband,>50K
Male,White,45,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,43,40s,Masters,Local-gov,Exec-managerial,Married,Husband,>50K
Male,White,47,40s,Prof-school,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,White,58,50s,Prof-school,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,White,48,40s,Prof-school,Private,Tech-support,Married,Husband,>50K
Male,White,42,40s,Bachelors,Local-gov,Exec-managerial,Married,Husband,>50K
Male,White,55,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,51,50s,<HS,Private,Sales,Married,Husband,>50K
Male,Black,32,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,45,40s,Bachelors,Local-gov,Exec-managerial,Married,Husband,>50K
Male,White,56,50s,Masters,Private,Craft-repair,Married,Husband,>50K
Male,White,38,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,45,40s,Associate,Private,Sales,Married,Husband,>50K
Female,White,49,40s,Masters,Private,Prof-specialty,Married,Wife,>50K
Male,White,36,30s,HS-grad,Private,Prof-specialty,Married,Husband,>50K
Male,White,49,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,Asian-Pac-Islander,30,30s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,42,40s,Prof-school,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,White,55,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,34,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,54,50s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,42,40s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,25,20s,Bachelors,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,55,50s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,58,50s,Masters,State-gov,Prof-specialty,Married,Husband,>50K
Male,White,62,60s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Male,White,43,40s,Prof-school,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Female,Black,57,50s,Masters,Local-gov,Prof-specialty,Married,Wife,>50K
Male,White,42,40s,Doctorate,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,Asian-Pac-Islander,63,60s,Bachelors,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,47,40s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,37,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,40,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,43,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,43,40s,Prof-school,State-gov,Prof-specialty,Married,Husband,>50K
Male,White,41,40s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,32,30s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,47,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,39,30s,Some-college,Federal-gov,Handlers-cleaners,Married,Husband,>50K
Male,White,53,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,34,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,47,40s,Masters,Local-gov,Exec-managerial,Married,Husband,>50K
Male,White,52,50s,Associate,Private,Exec-managerial,Married,Husband,>50K
Male,Amer-Indian-Eskimo,40,40s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,42,40s,Bachelors,Self-emp-inc,Prof-specialty,Married,Husband,>50K
Male,White,51,50s,Masters,Private,Protective-serv,Married,Husband,>50K
Male,White,55,50s,Masters,Private,Tech-support,Married,Husband,>50K
Male,White,38,30s,HS-grad,Private,Sales,Married,Husband,>50K
Male,White,52,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,60,60s,HS-grad,Federal-gov,Tech-support,Married,Husband,>50K
Male,White,55,50s,Associate,Private,Prof-specialty,Married,Husband,>50K
Male,Black,47,40s,Masters,Local-gov,Exec-managerial,Married,Husband,>50K
Male,White,46,40s,Masters,Private,Tech-support,Married,Husband,>50K
Male,White,35,30s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,59,50s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,57,50s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,46,40s,Some-college,Private,Prof-specialty,Married,Husband,>50K
Male,White,46,40s,Masters,Federal-gov,Exec-managerial,Married,Husband,>50K
Male,White,52,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Female,White,45,40s,Doctorate,Private,Prof-specialty,Married,Wife,>50K
Male,White,37,30s,Bachelors,Private,Tech-support,Married,Husband,>50K
Male,White,46,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,Black,44,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,45,40s,Associate,Private,Exec-managerial,Married,Husband,>50K
Male,White,43,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,54,50s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,50,50s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,51,50s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,45,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,36,30s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,27,20s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,53,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,51,50s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Female,White,28,20s,Bachelors,Private,Prof-specialty,Married,Wife,>50K
Male,White,47,40s,Some-college,Self-emp-not-inc,Craft-repair,Married,Husband,>50K
Male,White,45,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Female,White,45,40s,Masters,Local-gov,Prof-specialty,Married,Wife,>50K
Male,White,39,30s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,39,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,55,50s,Masters,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,62,60s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,Asian-Pac-Islander,49,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,53,50s,Masters,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,31,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,39,30s,Bachelors,Private,Transport-moving,Married,Husband,>50K
Male,White,60,60s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,26,20s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,37,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,45,40s,Bachelors,State-gov,Exec-managerial,Married,Husband,>50K
Male,White,37,30s,Associate,Private,Sales,Married,Husband,>50K
Male,White,32,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,39,30s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Female,White,58,50s,<HS,Self-emp-not-inc,Craft-repair,Married,Wife,>50K
Male,White,45,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,41,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,36,30s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,>50K
Male,White,51,50s,Masters,State-gov,Prof-specialty,Married,Husband,>50K
Male,White,39,30s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,56,50s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,Black,53,50s,HS-grad,Federal-gov,Adm-clerical,Married,Husband,>50K
Female,White,40,40s,Associate,Self-emp-not-inc,Prof-specialty,Married,Wife,>50K
Male,Black,57,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,50,50s,HS-grad,Local-gov,Craft-repair,Married,Husband,>50K
Male,White,34,30s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Female,White,35,30s,Bachelors,Private,Exec-managerial,Married,Wife,>50K
Male,White,30,30s,HS-grad,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,53,50s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,31,30s,Doctorate,State-gov,Prof-specialty,Married,Husband,>50K
Male,White,37,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,34,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,36,30s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,40,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,51,50s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,White,33,30s,HS-grad,Private,Sales,Married,Husband,>50K
Female,White,40,40s,Doctorate,Private,Prof-specialty,Married,Wife,>50K
Male,White,50,50s,<HS,Self-emp-inc,Craft-repair,Married,Husband,>50K
Male,White,46,40s,Masters,Self-emp-inc,Sales,Married,Husband,>50K
Male,White,54,50s,Doctorate,Private,Exec-managerial,Married,Husband,>50K
Female,White,39,30s,Masters,Private,Prof-specialty,Married,Wife,>50K
Male,White,54,50s,Some-college,Self-emp-inc,Sales,Married,Husband,>50K
Male,White,31,30s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,51,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,55,50s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,36,30s,Masters,Private,Adm-clerical,Married,Husband,>50K
Male,Asian-Pac-Islander,41,40s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Female,White,56,50s,Some-college,Self-emp-not-inc,Exec-managerial,Married,Wife,>50K
Male,White,38,30s,Bachelors,Private,Tech-support,Married,Husband,>50K
Male,White,47,40s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,39,30s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,59,50s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,54,50s,Doctorate,Private,Exec-managerial,Married,Husband,>50K
Female,White,54,50s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Wife,>50K
Male,White,31,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,59,50s,Some-college,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,46,40s,Masters,Private,Prof-specialty,Married,Husband,>50K
Male,White,57,50s,Doctorate,Private,Tech-support,Married,Husband,>50K
Female,White,36,30s,Masters,Private,Prof-specialty,Married,Wife,>50K
Male,White,44,40s,Bachelors,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,33,30s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,54,50s,Some-college,Private,Tech-support,Married,Husband,>50K
Male,White,55,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,Masters,Private,Sales,Married,Husband,>50K
Female,White,49,40s,Prof-school,Local-gov,Prof-specialty,Married,Wife,>50K
Male,White,41,40s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,Asian-Pac-Islander,40,40s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,43,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Female,White,39,30s,Masters,Local-gov,Prof-specialty,Married,Wife,>50K
Male,White,48,40s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,43,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,39,30s,Masters,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,Asian-Pac-Islander,21,20s,Some-college,Private,Prof-specialty,Never-married,Own-child,<=50K
Female,White,23,20s,Some-college,Private,Sales,Never-married,Not-in-family,<=50K
Female,White,47,40s,HS-grad,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Female,White,30,30s,HS-grad,Private,Adm-clerical,Never-married,Other-relative,<=50K
Male,White,35,30s,Some-college,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Female,White,26,20s,Some-college,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,26,20s,Bachelors,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,41,40s,Masters,Local-gov,Prof-specialty,Divorced,Not-in-family,<=50K
Male,Black,30,30s,Some-college,Local-gov,Protective-serv,Never-married,Not-in-family,<=50K
Male,White,28,20s,HS-grad,Private,Craft-repair,Separated,Not-in-family,<=50K
Female,White,56,50s,HS-grad,Private,Sales,Widowed,Not-in-family,<=50K
Male,White,35,30s,HS-grad,Private,Machine-op-inspct,Never-married,Own-child,<=50K
Female,White,34,30s,Associate,Private,Tech-support,Never-married,Not-in-family,<=50K
Male,White,29,20s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,White,23,20s,Associate,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,White,24,20s,HS-grad,Federal-gov,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,62,60s,Some-college,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,77,70s,Some-college,Self-emp-not-inc,Adm-clerical,Widowed,Not-in-family,<=50K
Female,White,47,40s,Prof-school,Private,Prof-specialty,Married,Wife,>50K
Male,White,48,40s,Doctorate,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,42,40s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,31,30s,Masters,Private,Tech-support,Married,Husband,>50K
Male,White,43,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,50,50s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,49,40s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,38,30s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Female,White,48,40s,Doctorate,State-gov,Prof-specialty,Married,Wife,>50K
Male,White,46,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,56,50s,HS-grad,Self-emp-not-inc,Other-service,Married,Husband,>50K
Male,White,37,30s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,Black,51,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,43,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,46,40s,HS-grad,Local-gov,Craft-repair,Married,Husband,<=50K
Male,White,42,40s,Masters,Local-gov,Exec-managerial,Married,Husband,>50K
Female,White,45,40s,Some-college,Private,Adm-clerical,Married,Wife,>50K
Male,White,23,20s,Some-college,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,45,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,30,30s,HS-grad,State-gov,Adm-clerical,Married,Husband,<=50K
Male,Black,49,40s,Doctorate,State-gov,Prof-specialty,Married,Husband,>50K
Female,White,49,40s,Associate,Private,Sales,Married,Wife,>50K
Male,Asian-Pac-Islander,57,50s,Prof-school,Private,Craft-repair,Married,Husband,>50K
Male,White,42,40s,Bachelors,Self-emp-not-inc,Farming-fishing,Married,Husband,>50K
Female,White,43,40s,Some-college,Local-gov,Adm-clerical,Married,Wife,>50K
Male,White,43,40s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,53,50s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,40,40s,Masters,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,46,40s,Masters,Private,Tech-support,Married,Husband,>50K
Male,White,41,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,49,40s,Bachelors,Private,Craft-repair,Married,Husband,>50K
Male,White,31,30s,Bachelors,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,34,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,Asian-Pac-Islander,40,40s,Masters,Federal-gov,Tech-support,Married,Husband,>50K
Female,White,50,50s,Some-college,Private,Adm-clerical,Married,Wife,>50K
Male,Asian-Pac-Islander,54,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,49,40s,Some-college,Private,Adm-clerical,Married,Husband,>50K
Female,White,44,40s,Masters,Self-emp-not-inc,Exec-managerial,Married,Wife,>50K
Male,White,57,50s,Bachelors,Local-gov,Prof-specialty,Married,Husband,>50K
Female,White,28,20s,Masters,Local-gov,Prof-specialty,Married,Wife,<=50K
Male,White,57,50s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,59,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,White,38,30s,Associate,Private,Exec-managerial,Married,Wife,>50K
Male,White,36,30s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,>50K
Male,White,55,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,34,30s,HS-grad,Self-emp-not-inc,Sales,Married,Husband,>50K
Male,White,51,50s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,46,40s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Male,White,33,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Female,White,31,30s,Bachelors,State-gov,Prof-specialty,Married,Wife,>50K
Female,White,31,30s,Bachelors,Private,Exec-managerial,Married,Wife,>50K
Male,White,59,50s,HS-grad,Self-emp-not-inc,Exec-managerial,Married,Husband,>50K
Male,White,48,40s,Associate,Private,Sales,Married,Husband,>50K
Male,White,33,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,46,40s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,Black,53,50s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Female,White,39,30s,Masters,Private,Prof-specialty,Married,Wife,>50K
Male,White,44,40s,HS-grad,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,45,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,Bachelors,Local-gov,Protective-serv,Married,Husband,>50K
Male,White,24,20s,<HS,Self-emp-not-inc,Transport-moving,Married,Husband,>50K
Male,White,57,50s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,51,50s,Bachelors,Local-gov,Prof-specialty,Married,Husband,>50K
Male,White,50,50s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,50,50s,Bachelors,Private,Adm-clerical,Married,Husband,>50K
Male,White,52,50s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,46,40s,Bachelors,Self-emp-inc,Sales,Married,Husband,>50K
Male,Asian-Pac-Islander,44,40s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,47,40s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,34,30s,Some-college,Private,Prof-specialty,Married,Husband,>50K
Male,White,49,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,45,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,46,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,53,50s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
